text;label
É esperado o desenvolvimento de um comprimido de rápida dispersão contendo pré e pós-bióticos, veiculados em nanopartículas para ser aplicado nas mãos visando o controle de microrganismos temporários da pele e promoção do desenvolvimento da microbiota permanente. O produto gerado será do tipo “long-lasting”. Este projeto enquadra-se no nível de maturidade tecnologia TRL-5, com prova de conceito das funções críticas em ambiente relevante dos componentes ou arranjos experimentais com configurações física final.É esperado o desenvolvimento de um comprimido de rápida dispersão contendo pré e pós-bióticos, veiculados em nanopartículas para ser aplicado nas mãos visando o controle de microrganismos temporários da pele e promoção do desenvolvimento da microbiota permanente. O produto gerado será do tipo “long-lasting”.;Biotecnologia
É esperado o desenvolvimento tecnológico de um novo processo e produto da trefilação para fabricação de arames revestidos, a partir do controle e otimização dos parâmetros de processo, assim como o uso da tecnologia a laser e a caracterização microestrutural do fio-máquina e do arame trefilado, com identificação e quantificação das fases micro e nanométricas. A tecnologia e o uso de micro e nanomateriais serão empregados no revestimento superficial dos fios a fim de inibir a formação de defeitos de superfície. É esperado a obtenção de produtos da evolução tecnológica do processo de trefilação. O principal desafio é realizar o revestimento dos fios empregando a tecnologia a laser com micro e nanomateriais. Este projeto enquadra-se no nível de maturidade tecnológica TRL-4, considerando validação em ambiente de laboratório de componentes ou processos experimentais.É esperado o desenvolvimento tecnológico do processo de trefilação para fabricação de arames metálico revestidos, a partir do controle e otimização de parâmetros de processo e o uso da tecnologia a laser, incluindo caracterização microestrutural do fio-máquina e do arame trefilado, com identificação e quantificação das fases micro e nanométricas. Será realizado o estudo de viabilidade do uso da tecnologia a laser para revestimento de superfícies dos componentes de operação, com materiais micro e nanoparticulados. O produto esperado é a evolução tecnológica do processo de trefilação e a obtenção de produtos revestidos com propriedades superiores aos produtos atuais.;Manufatura
Esse projeto tem como objetivo o desenvolvimento de formulações poliméricas específicas para uso do biopolímero fabricado pela empresa Bioreset, para que este apresente propriedades físico-químicas e mecânicas (resistência térmica, flexão, dureza, processabilidade) adequados para aplicações em filmes e peças rígidas poliméricas em setores industriais nos quais a biodegradabilidade é desejável. O desafio consiste em desenvolver uma combinação de aditivos e biopolímero que permita ao processo de peças em condições reais de processamento e que evita a degradação termomecânica do biopolímero, acelere sua cristalização e aumente em cerca de 10 a 20% a tenacidade do material final processado.Esse projeto tem como objetivo o desenvolvimento de formulações poliméricas específicas para uso do biopolímero fabricado pela empresa Bioreset, para que este apresente propriedades físico-químicas e mecânicas (resistência térmica, flexão, dureza, processabilidade) adequados para aplicações em filmes e peças rígidas poliméricas em setores industriais nos quais a biodegradabilidade é desejável. O desafio consiste em desenvolver uma combinação de aditivos e biopolímero que permita ao processo de peças em condições reais de processamento e que evita a degradação termomecânica do biopolímero, acelere sua cristalização e aumente em cerca de 10 a 20% a tenacidade do material final processado.;Biotecnologia
"O objeto deste projeto é desenvolver formulações de blendas de PEAD com resíduos de PEAD/PELBD/EVOH
proveniente de produção de tanques de combustíveis, utilizando a maior quantidade possível do resíduo nas
blendas para a produção de embalagens pelo processo de injeção. Considerando às propriedades de barreira
do EVOH e a dificuldade de separação mas rebarbas, espera-se a obtenção de produtos com propriedade
barreira à gás, o reaproveitamento máximo do resíduo sólido gerado, a produção embalagens e/ou peças
poliméricas com propriedades mecânica superiores ao produto padrão produzido com PEAD.Com a implementação das normas do Proconve PL7 e
posteriormente da PL8 para os tanques de combustíveis, resultará no aumento da quantidade de resíduos
(rebarbas) oriundos da produção (> 52 ton/mês). Visando o reaproveitamento dos resíduos (rebarbas de
PEAD/LLDPE/EVOH) provenientes do processo de fabricação dos tanques de combustíveis é esperado, neste
projeto, o desenvolvimento de um novo produto polimérico a partir do desenvolvimento de formulação de
blendas de PEAD/rebarbas, com a máxima concentração possível do resíduo (rebarba) na formulação a ser
desenvolvida, visando a obtenção de propriedades diferenciadas de aplicação. Considerando as propriedades
de barreira do EVOH que está presente nas rebarbas, espera-se a obtenção de produtos com propriedade
barreira e o reaproveitamento do resíduo sólido gerado para produção de embalagens e/ou peças poliméricas
para o segmento de embalagens (químico e automotivo). Neste sentido, diferentes composições/formulações
serão processadas e avaliadas em um reômetro de torque conectado a um misturador interno. As blendas de
PEAD/rebarba obtidas nas porcentagens do resíduo (0, 20, 40, 50, 60, 80 e 100%) serão extrudadas com e sem
compatibilizante, de forma a obter blendas que tenham propriedades específicas de aplicação e similares aos
produtos de referência. Estas blendas serão caracterizadas quanto ao comportamento e degradação térmica
(TGA e DSC), ensaios mecânicos (flexão, tração, impacto e dureza), morfologia (microscopia eletrônica de
varredura) e índice de fluidez. As composições que apresentarem melhores resultados serão avaliadas quanto
ao ensaio de envelhecimento em temperatura, imersão em água, óleo e solvente específico, a fim de verificar
a aplicação desta blenda em embalagens para produtos químicos e/ou outros produtos que entram em
contato com óleos. Os resultados obtidos nesse projeto fornecerão informações e formulações de blendas de
PEAD/resíduo para o reaproveitamento das rebarbas (moagem, extrusão, etc), visando a produção de novos
produtos com propriedade a barreira e que apresentem em comparação com produtos obtidos a partir de
polímero virgem propriedades específicas para produção de embalagens.";Química
É esperado o desenvolvimento de formulações de amido de mandioca aditivado, que apresente propriedades térmicas e reológicas necessárias para o processo e obtenção de embalagens biodegradáveis de mandioca. Serão desenvolvidas formulações contendo 4 diferentes aditivos e 3 diferentes concentrações dos aditivos para definir a melhor formulação da massa de amido, que será processada para produção de filmes e embalagens biodegradáveis, com propriedades térmicas e reológicas superiores (mínimo 20%) ao produto de referência.É esperado o desenvolvimento de formulações de amido de mandioca aditivado, que apresente propriedades térmicas e reológicas necessárias para o processo e obtenção de embalagens biodegradáveis de mandioca.;Biotecnologia
O objetivo deste projeto é desenvolver polímeros em dispersão aquosa, com capacidade de absorver odores dos ambientes domésticos, para serem empregados na fabricação de tintas decorativas base água. Pretende-se desenvolver em escala de laboratório o polímero empregando três concentrações do agente adsorvente, preparar os filmes poliméricos, formular as tintas, validar a metodologia e a funcionalidade (capacidade dos filmes poliméricos e das tintas em absorver odores de gordura queimada, alho, cebola e peixe) via cromatografia gasosa. Este projeto enquadra-se no nível de maturidade TRL-3 com o objetivo de chegar ao TRL-4 por meio de testes em escala de laboratório, visando o desenvolvimento dos polímeros, das tintas e a validação das formulações.O objetivo deste projeto é desenvolver polímeros em dispersão aquosa, com capacidade de absorver odores dos ambientes domésticos, para serem empregados na fabricação de tintas decorativas base água.;Química
O objetivo deste projeto é desenvolver formulações de nanodispersões de sílica com nanopartículas de prata (AgNP) para aplicação em porcelanato cerâmico polido, que resultem em uma superfície antimicrobiana com brilho ≥ 80 e resistente ao manchamento. As AgNPs serão sintetizadas por meio de duas rotas diferentes, a fim de obter variações de diâmetro de partícula e concentração de prata. Assim, será realizado um estudo detalhado da incorporação de diferentes quantidades de AgNP na formulação sílica, a fim de viabilizar a aplicação e comprovar a característica antimicrobiana do selante, assim como a preservação da atividade antimicrobiana na presença de agentes patógenos (Escherichia coli, Pseudomonas aeruginosa, Staphylococcus aureus e Candida albicans). Este projeto enquadra-se no nível de maturidade TRL-4 com o objetivo de chegar ao TRL-6 por meio de testes em escala de laboratório, ensaios de atividade antimicrobiana e da aplicação.O objetivo deste projeto é desenvolver formulações de nanodispersões de sílica com nanopartículas de prata (AgNP) para aplicação em porcelanato cerâmico polido.;Química
O objetivo desta proposta é reaproveitar os rejeitos líquidos e sólidos de cobre produzidos pela empresa Termomecanica São Paulo S/A. para sintetizar nanopartículas/nanomateriais de cobre e óxido de cobre com atividade biocida frente a diferentes patógenos. Isso permitirá a aplicação do bioativo em diferentes contextos, incluindo não somente o ambiente industrial, bem como formulações cosméticas, aplicações urbanas, clínicas e na agroindústria.Materiais ou superfícies com propriedades antimicrobianas têm a capacidade de regular a prevalência ou o surgimento de patogenias e/ou doenças que acometem à saúde humana, bem como ambiental. Tais propriedades são de grande valia no que se refere à prevenção da disseminação de patógenos emergentes, tal como o SARS-CoV-2, relacionado à pandemia da COVID-19. O cobre e suas ligas têm sido amplamente estudados e difundidos quanto às suas propriedades microbicidas, reveladas desde os primórdios da humanidade. Assim, obtenção dede nanopartículas de cobre a partir do subproduto industrial: íon cobre em solução aquosa o qual pode ser reaproveitado como matéria-prima para a síntese de nanopartículas à base de cobre. Neste projeto, pretende-se sintetizar nanopartículas à base de Cu empregando resíduos de Cu gerados na empresa parceira com propriedades microbicidas. Isso permitirá agregar valor ao resíduo produzido, gerar inovação e ampliar a aplicação do bioativo em diferentes contextos, incluindo não somente o industrial, bem como formulações cosméticas, aplicações urbanas, clínicas e na agroindústria. As nanopartículas sintetizadas poderão ser monometálicas, bimetálicas ou conter outros átomos em proporções mínimas, bem como poderão ser óxidos de cobre nanoestruturado. A avaliação da capacidade biocida das nanopartículas contendo cobre frente a diferentes patógenos será realizada do ponto de vista físico-químico e microbiológico para se estabelecer uma correlação entre a estrutura e forma do substrato e o efeito biocida. Almeja-se ainda a evidenciação acerca da eficiência das nanoligas à base de cobre, quanto à quebra das rotas de transferência horizontal de genes e de resistência a metais, de maneira a permitir a ampla aplicação de materiais em diferentes contextos da cadeia produtiva industrial. O projeto enquadra-se no nível de maturidade TRL-4 com experimentação e validação em escala de bancada empregando o resíduo industrial para desenvolver as nanopartículas de cobre e sua incorporação nas nanoligas/compostos com propriedades microbicidas.;Materiais
O objetivo deste projeto é desenvolver e validar o processo de impressão digital a jato de tinta para pintura/configuração de aviões. Será estudado o efeito da tinta de impressão sobre a superfície do substrato de alumínio aeronáutico (2024-T3) pintado com tinta poliuretano e, tratado com jato de plasma, visando a substituição do processo convencional de pintura/configuração atual dos aviões, sem alterar a base PU. Para isso, diferentes tintas de impressão serão utilizadas, assim como diferentes variáveis de modificação da superfície padrão via jato de plasma serão estudadas, a fim de obter elementos técnicos para implementação da tecnologia de impressão digital na indústria aeronáutica. Este projeto enquadra-se no nível de maturidade TRL-3 com o objetivo de chegar ao TRL-4 por meio de testes em escala de laboratório, visando a validação do sistema de impressão sobre o substrato padrão aeronáutico, como base na adesão do filme de tinta, cor, resistência a corrosão.O objetivo é desenvolver e validar a tecnologia de pintura e personalização de aviões.;Manufatura
O objetivo do projeto é desenvolver formulações e o processo para produção de antiespumantes, incluindo as caracterizações a fim de obter formulações de antiespumantes com as mesmas propriedades de aplicação dos produtos de referência de mercado e sem a formação de crateras. Assim, serão desenvolvidas formulações de antiespumantes, empregando as seguintes matérias primas básicas: i) blenda de óleo mineral com derivados de ácidos graxos, ii) blenda de hidrocarbonetos com surfactantes não-iônicos, iii) emulsão aquosa óleo/água e antiespumantes e iv) combinação entre as matérias primas. Tais produtos serão compostos por substâncias hidrofóbicas, que promovem a adsorção de moléculas de tensoativos (formadores de espuma), acrescidos de veículos que facilitam o transporte dessa parte hidrofóbica até a superfície das lamelas para aplicação em tintas, polímeros e adesivos.O objetivo do projeto é desenvolver formulações e o processo para produção de antiespumantes, incluindo as caracterizações a fim de obter formulações de antiespumantes com as mesmas propriedades de aplicação dos produtos de referência de mercado e sem a formação de crateras.;Química
A proposta de projeto visa buscar uma solução viável e alternativa aos resíduos sólidos apresentados pela Monsanto, aqui descritos como “resíduos poliméricos e a base de lignina tais como madeira, embalagens e jardinagem e lodo industrial rico em fosfato. Assim, diante da necessidade de agregar valor ao resíduo industrial e desenvolver novos biofertilizantes, o grupo de pesquisa unirá esforços e expertises com o intuito de viabilizar o desenvolvimento de biofertilizantes (biochar) empregando o resíduo industrial em contextos de aproveitamento agrícola, como incrementador da fertilidade do solo e redução do consumo de fertilizantes tradicionais.A proposta de projeto visa buscar uma solução viável e alternativa aos resíduos sólidos apresentados pela Monsanto, aqui descritos como “resíduos poliméricos e a base de lignina tais como madeira, embalagens e jardinagem e lodo industrial rico em fosfato. Assim, diante da necessidade de agregar valor ao resíduo industrial e desenvolver novos biofertilizantes, o grupo de pesquisa unirá esforços e expertises com o intuito de viabilizar o desenvolvimento de biofertilizantes (biochar) empregando o resíduo industrial em contextos de aproveitamento agrícola, como incrementador da fertilidade do solo e redução do consumo de fertilizantes tradicionais.;Química
O objetivo desta proposta é desenvolver nanopartículas de óxido de zinco (ZnO) a partir de compostos ricos em óxido de zinco gerados nos formos de fundição da empresa Temomecanica. Assim, diante da necessidade de agregar valor e buscar novas aplicações aos compostos ricos em ZnO, o grupo de pesquisas do CIM-Unifesp atuará no desenvolvimento e na caracterização de nanopartículas de ZnO, tomando como base os compostos oriundos dos fornos da empresa . Assim, será desenvolvida uma metodologia/processo de produção das nanopartículas de ZnO e sua utilização a fim de agregar valor ao composto gerado pela empresa. Isso permitirá o uso dos compostos em aplicações que serão avaliadas pelo grupo, incluindo não somente o ambiente industrial, bem como formulações específicas.O objetivo desta proposta é desenvolver nanopartículas de óxido de zinco (ZnO) a partir de compostos ricos em óxido de zinco gerados nos formos de fundição da empresa Temomecanica.;Química
O objetivo principal do projeto é desenvolver um biossensor para a detecção da saxitoxina (STX) de estrutura básica em água. Para tanto, eletrodos formados por filmes nanométricos serão fabricados, caracterizados e modificados com anticorpos específicos anti-saxitoxina (anti-STX). A premissa final é desenvolver os eletrodos modificados como biossensores detectores de saxitoxina estrutura básica considerando o custo-benefício atrelado à sensibilidade, reprodutibilidade e tempo de medida envolvido. Será considerando ainda no estudo a sua viabilidade de escalonamento e aplicações in situ. Não estão previstos no projeto testes em escala industrial nem testes de seletividade com neurotoxinas estruturalmente correlacionadas à saxitoxina.O objetivo principal do projeto é desenvolver um biossensor para a detecção da saxitoxina (STX) de estrutura básica em água. Para tanto, eletrodos formados por filmes nanométricos serão fabricados, caracterizados e modificados com anticorpos específicos anti-saxitoxina (anti-STX).;Química
O objetivo deste projeto é o de desenvolver uma rota econômica de produção de aerogel de grafeno e de compósitos de nanofibras de carbono/grafeno. A produção hidrotérmica de aerogel de grafeno (AG) será baseada na introdução de surfactantes e outros solventes além da água, que permitam a obtenção de AG, eventualmente, sem a etapa de liofilização, mas que tenha massa específica menor que 5 mg/cm3, com baixa condutividade térmica e baixa propagação acústica. A produção do aerogel de nanofibra de carbono/grafeno será baseada na preparação de solução de poliacrilonitrila (PAN) com diferentes teores de óxido de grafeno reduzido por eletrofiação, com posterior carbonização, buscando atingir propriedades que atendam o setor aeroespacial.O objetivo deste projeto é o de desenvolver uma rota econômica de produção de aerogel de grafeno e de compósitos de nanofibras de carbono/grafeno.;Materiais
O resíduo sólido gerado no processo de laminação de autoadesivos é composto por uma quantidade superior a 50% de papel siliconado/adesivado, além de filmes de PVC, BOPP e PP,  que são dispostos na forma de fardos e sem nenhum tipo de separação. Assim, o objetivo do projeto de pesquisa é desenvolver produtos e processos para viabilizar o reaproveitamento das aparas de filmes de autoadesivos, visando a  recuperação da celulose no autoadesivo para produção de filmes de celulose, nanocristais de celulose, materiais compósitos e biofertilizantes.O objetivo do projeto de pesquisa é desenvolver produtos e processos para viabilizar o reaproveitamento das aparas de filmes de autoadesivos, visando a  recuperação da celulose no autoadesivo para produção de filmes de celulose, nanocristais de celulose, materiais compósitos e biofertilizantes.;Materiais
"Diante da necessidade de se melhorar e aprimorar as propriedades do sistema de isolamento papel-óleo, o CIM-Unifesp propõe a realização de um projeto de pesquisa e desenvolvimento na busca e viabilização de solução tecnológica para melhorar as propriedades dielétricas do sistema papel-óleo e também melhorar sua resistência à temperatura.
O projeto consiste em duas etapas principais: i) estudaremos o processo de preparo da massa e conformação do papel, buscando melhorar a densidade e características de compactação das fibras e ii) será estudado o efeito da incorporação de nanopartículas de materiais óxidos, nanocristais de celulose (NCCs) e aditivos a massa do papel durante o processo de produção e conformação. Em ambas as abordagens as características elétricas e resistência a temperatura serão estudadas.Diante da necessidade de se melhorar e aprimorar as propriedades do sistema de isolamento papel-óleo, o CIM-Unifesp propõe a realização de um projeto de pesquisa e desenvolvimento na busca e viabilização de solução tecnológica para melhorar as propriedades dielétricas do sistema papel-óleo e também melhorar sua resistência à temperatura.";Materiais
Desenvolvimento de formulação nanoestruturada para tratamento da pele com foco no reequilíbrio de espécies bacterianas ligadas ao envelhecimento cutâneo.Desenvolvimento de formulação cosmética veiculando sistema nanoestruturado lipídico contendo pré e pós-bióticos (vitaminas e ácidos graxos de cadeia curta) a fim de promoverem o equilíbrio da microbiota da pele, com foco na redução/retardamento do envelhecimento cutâneo pela recolonização da pele por microrganismos típicos de peles jovens. A inovação dessa proposta reside no desenvolvimento de um sistema nanoestruturado contendo pré e pós-bióticos obtidos por meio de um processo de emulsificação à baixa energia que utiliza co-solventes/emulsificantes para formação da nanodispersão de fase oleosa em meio aquoso, sendo que estes ao se difundirem para omeio aquoso possibilitam a formação de microambientes lipofílicos para retenção dos bioativos elencados. Adicionalmente, também constitui inovação a estratégia de tratamento cosmético da pele envelhecida por meio do reequilíbrio da microbiota cutânea a partir dos pré e pós bióticos disponibilizados pela formulação visando o estímulo ao desenvolvimento de espécies de microrganismos prevalentes em peles tidas como fisiologicamente jovens.;Biotecnologia
"Desenvolver formulação nanoestruturada contendo pré e pós-bióticos para ação na microbiota da pele de pacientes com dermatite atópica (DA) e avaliar a eficácia clínica pela redução da concentração de bactérias S. aureus e aumento das bactérias S. epidermidis e S. capitis na pele lesada, associada ou não a tratamento com probióticos orais. Objetiva-se:
a) Desenvolver formulação nanoestruturada estável e adequada para uso tópico na DA a um custo viável com base em insumos comerciais disponíveis e escalonável até o nível de lote piloto em laboratório ou unidade fabril indicada pela empresa;
b) Avaliação da segurança e eficácia in vitro das formulações desenvolvidas;
c) Avaliação da eficácia pela percepção subjetiva do paciente por meio da Escala Analógica Visual;
d) redução maior que 50% do SCORAD;
e) Avaliação da segurança clínica por meio do relato e observação de eventos adversos;
f) Avaliação da microbiota da pele in vivo antes e após a utilização das formulações desenvolvidas.Desenvolvimento de formulação nanoestruturada contendo pré e pós-bióticos para ação na microbiota da pele de pacientes com dermatite atópica (DA) e avaliar a eficácia clínica pela redução da concentração de bactérias S. aureus e aumento das bactérias S. epidermidis e S. capitis na pele lesada, associada ou não a tratamento com probióticos orais.";Biotecnologia
Desenvolvimento e a otimização de formulação de amido de mandioca para fabricação de embalagens biodegradáveis, tendo como base os resultados obtidos previamente no acordo de parceria n° 390/2021, com o objetivo de validar em ambiente relevante (TRL6).Desenvolvimento e a otimização de formulação de amido de mandioca para fabricação de embalagens biodegradáveis, tendo como base os resultados obtidos previamente no acordo de parceria n° 390/2021, com o objetivo de validar em ambiente relevante (TRL6).;Materiais
Desenvolvimento de biomaterial adsorvente de fósforo e biofertlizante. A proposta de projeto visa buscar uma solução viável e alternativa aos resíduos sólidos apresentados pela Monsanto/Bayer, para o desenvolvimento de biomateriais para serem utilizados com adsorvente de fósforo oriundo do efluente da Monsanto/Bayer e biofertilizantes para incrementador da fertilidade do solo, visando a redução do consumo de fertilizantes tradicionais.Desenvolvimento de biomaterial adsorvente de fósforo e biofertlizante. A proposta de projeto visa buscar uma solução viável e alternativa aos resíduos sólidos apresentados pela Monsanto/Bayer, para o desenvolvimento de biomateriais para serem utilizados com adsorvente de fósforo oriundo do efluente da Monsanto/Bayer e biofertilizantes para incrementador da fertilidade do solo, visando a redução do consumo de fertilizantes tradicionais.;Biotecnologia
O objetivo do projeto é desenvolver e otimizar o processo de obtenção de nanopartículas de óxido de zinco, por meio do escalonamento da tecnologia desenvolvida no projeto TM-III, visando validar o processo de obtenção do ZnO e as propriedades de aplicação, incluindo a pureza e o rendimento. Será realizado oescalonamento do processo, partindo da escala de bancada para escala planta piloto de 5 kg onde serão utilizados os subprodutos sólidos ricos em zinco gerados nos formos de fundição da empresa Temomecanica São Paulo S.A. O projeto enquadra-se no nível de maturidade TRL-4 com experimentação e validação em escala semi-piloto para uso como elemento fotocatalisador e em tintas imobiliárias. Com o escalonamento do atual processo e a validação do produto (nanopartículas de ZnO) espera-se atingir a TRL-6.O objetivo do projeto é desenvolver e otimizar o processo de obtenção de nanopartículas de óxido de zinco, por meio do escalonamento da tecnologia desenvolvida no projeto TM-III, visando validar o processo de obtenção do ZnO e as propriedades de aplicação, incluindo a pureza e o rendimento. Será realizado oescalonamento do processo, partindo da escala de bancada para escala planta piloto de 5 kg onde serão utilizados os subprodutos sólidos ricos em zinco gerados nos formos de fundição da empresa Temomecanica São Paulo S.A.;Materiais
"O projeto tem como objetivo o desenvolvimento de embalagens utilizando-se um polímero totalmente biodegradável pertencente à família dos poli-hidroxialcanoatos (PHA), produzido em escala piloto pela empresa BIOUS, por meio de uma tecnologia inovadora. Formulações desse polímero serão
desenvolvidas e utilizadas para recobrimento de papéis, usualmente utilizados no setor de embalagens para alimentos. Este projeto enquadra-se no nível de maturidade TRL-3 com objetivo de chegar ao TRL-4, visando a validação da formulação em ambiente de laboratório. Ao final do projeto serão entregues, na forma de relatório técnico, as formulações desenvolvidas, as caracterizações e os resultados das aplicações em embalagens, assim como a conclusão e os demais resultados obtidos no decorrer do projeto.Desenvolvimento de embalagens utilizando-se um polímero totalmente biodegradável pertencente à família dos poli-hidroxialcanoatos (PHA), produzido em escala piloto pela empresa BIOUS, por meio de uma tecnologia inovadora.";Biotecnologia
O projeto tem como objetivo o estudo e desenvolvimento de eletrodos como biossensores detectores de cianotoxinas considerando o custo-benefício atrelado à sensibilidade e reprodutibilidade dos dispositivos desenvolvidos na primeira etapa do projeto. Será considerado ainda no desenvolvimento do biossensor a viabilidade de escalonamento para aplicações in situ. O projeto é uma continuidade do projeto 1 com um nível de maturidade tecnológica (TRL-4), com o objetivo de atingir um nível de maturidade tecnológica (TRL-5-6) aumentando dessa forma o nível de confiabilidade da tecnologia.O projeto tem como objetivo o estudo e desenvolvimento de eletrodos como biossensores detectores de cianotoxinas considerando o custo-benefício atrelado à sensibilidade e reprodutibilidade dos dispositivos desenvolvidos na primeira etapa do projeto.;Química
O projeto prevê o estudo e o desenvolvimento de sensores elétricos e eletroquímicos para detecção da qualidade da carne bovina antes do abate, especificamente o marmoreio. Para tanto, dois tipos de dispositivos serão estudados, a saber: (1) Desenvolvimento de sensores elétricos e eletroquímicos (Genossensor), visando a detecção de polimorfismos de nucleotídeo único, para identificar variações em uma sequência de DNA que podem estar relacionadas ao marmoreio. (2) Desenvolvimento de sensores elétricos e eletroquímicos baseado no conceito de “seletividade global”, ou seja, a capacidade de um sensor em distinguir entre amostras e não em identificar uma substância específica. O projeto se inicia com um nível de maturidade tecnológica (TRL-3) com estudos laboratoriais para a verificação da viabilidade da tecnologia e prova de conceito. O objetivo final é atingir um nível de maturidade tecnológica (TRL-4), com a realização de testes em ambiente de laboratório.O projeto prevê o estudo e o desenvolvimento de sensores elétricos e eletroquímicos para detecção da qualidade da carne bovina antes do abate, especificamente o marmoreio.;Automação e Robótica
Este projeto tem como foco a inovação na fabricação de cápsulas medicinais, substituindo a gelatina por Hidroxipropil Metilcelulose (HPMC), um derivado de celulose a ser obtido a partir do pseudocaule da bananeira. A HPMC se destaca por ser de origem vegetal, hipoalergênica, e possuir estabilidade química e física superior, o que não apenas garante a segurança e eficácia dos medicamentos encapsulados, mas também possibilita a liberação controlada dos fármacos. Além disso, sua compatibilidade com uma ampla gama de ingredientes farmacêuticos abre novas possibilidades para a formulação de medicamentos.Este projeto tem como foco a inovação na fabricação de cápsulas medicinais, substituindo a gelatina por Hidroxipropil Metilcelulose (HPMC), um derivado de celulose a ser obtido a partir do pseudocaule da bananeira.;Biotecnologia
O objetivo deste projeto é desenvolver um material compósito com matriz metálica, em multicamadas, com potencial para aplicação em sistemas de proteção balística Nível III (NIJ 0108.01). Espera-se que este material tenha uma densidade menor e desempenho similar ao dos aços comerciais tipicamente empregados para este fim. O processamento será realizado pela rota da metalurgia do pó utilizando-se como fase matriz ligas de Al e Mg, e conformação no estado semi-sólido. Serão identificados os parâmetros-chave do processo que resultem na produção de corpos de prova em escala laboratorial, com níveis mínimos de qualidade e reprodutibilidade, que permitam a escalagem para produção piloto em futuros projetos. Os corpos de prova produzidos serão submetidos a ensaios de desempenho a serem definidos ao longo do projeto, tendo como base de comparação amostras de aço balístico com dimensões similares. Não faz parte do escopo do projeto a produção de amostras para ensaios de certificação.O objetivo deste projeto é desenvolver um material compósito com matriz metálica, em multicamadas, com potencial para aplicação em sistemas de proteção balística Nível III (NIJ 0108.01).;Materiais
O objetivo principal deste projeto é desenvolver formulações de PU rígido e placas de poliuretano a partir de poliol de origem vegetal com matérias primas oriundas de fontes renováveis a fim de obter propriedades mecânicas e térmicas superiores às obtidas nas placas de referência da EDB Polióis. Serão utilizados resíduos da construção civil (RCCs) e resíduo orgânico sustentável (RS) oriundo da indústria de celulose, para confeccionar placas que possam ser utilizadas como elementos de vedação em paredes e coberturas, garantindo um bom desempenho quanto às propriedades mecânicas, térmicas e acústicas.O objetivo principal deste projeto é desenvolver formulações de PU rígido e placas de poliuretano a partir de poliol de origem vegetal com matérias primas oriundas de fontes renováveis a fim de obter propriedades mecânicas e térmicas superiores às obtidas nas placas de referência da EDB Polióis.;Biotecnologia
"O objetivo deste projeto é desenvolver e validar o processo de pintura por impressão digital a jato de tinta (fase II), considerando-se a substituição do processo convencional de configuração externa de aviões e de aplicação em placares. Este projeto é uma continuidade do projeto I (Fase I) e enquadra-se no nível de maturidade TRL-5, com o objetivo de atingir TRL-6 por meio de testes em escala piloto de prova de conceito. São resultados esperados para este projeto: i) desenvolvimento e validação do processo de pintura por impressão digital a jato de tinta com uso do canhão de plasma na vertical; ii) desenvolvimento do processo para os substratos de poliuretano aeronáutico (base branca), alumínio anodizado, filmes poliméricos utilizados pela Embraer para fabricação placares aeronáuticos e briefing cards; iii) estudo de diferentes tintas de impressão cura UV e promotores de adesão; iv) desenvolvimento e integração de cabeçote de impressão com um braço robótico e sistemas de preparação deO objetivo deste projeto é desenvolver e validar o processo de pintura por impressão digital a jato de tinta (fase II), considerando-se a substituição do processo convencional de configuração externa de aviões e de aplicação em placares.";Manufatura
O presente projeto visa desenvolver fitas de silicone contendo nanopartículas metálicas (Ag, Au e Cu) para melhorar a cicatrização de cicatrizes alargadas, hipertróficas e quelóides. As nanopartículas metálicas têm propriedades antimicrobianas, anti-inflamatórias e promotoras da regeneração tecidual, que podem potencializar os efeitos terapêuticos das fitas de silicone.O presente projeto visa desenvolver fitas de silicone contendo nanopartículas metálicas (Ag, Au e Cu) para melhorar a cicatrização de cicatrizes alargadas, hipertróficas e quelóides.;Materiais
O objetivo do projeto é desenvolver componentes do Software de Imagem para o Arco Cirúrgico Fênix, de fabricação da VMI Tecnologias.Software de Imagem para equipamento médico.;Prototipagem
O objetivo do projeto é desenvolver uma placa de controle e seu respectivo firmware e API de acesso, que é um dos componentes principais do Portal Monitor de Radiação (PMR) para defesa radiológica e nuclear que está sendo desenvolvido pela VMI Segurança. O projeto do PMR RADPORTAL se justifica devido ao crescente interesse das autoridades em monitorar os diversos tipos de cargas que cruzam as fronteiras dos países, tendo em vista que mais de 20 milhões de viagens com transporte de material nuclear e radioativo ocorrem por ano em todo o mundo, no ar, nos mares, nas ferrovias e estradas. O transporte é um momento crucial, pois é quando os materiais nucleares e radioativos estão em movimento e sob menor segurança, portanto vulneráveis à interceptação.O objetivo do projeto é desenvolver uma placa de controle e seu respectivo firmware e API de acesso.;Integração de Sistemas
"O objetivo do projeto é desenvolver componentes de hardware para uma nova família de Raio-x móvel motorizado - Aquila Motorizado - de fabricação da VMI Tecnologias.
O foco principal deste projeto, a ser desenvolvido em parceria com a Unidade EMBRAPII FITec BH, será o desenvolvimento de componentes inovadores e avançados de um sistema robótico para movimentação e manobras assistidas, conjuntos de sensores, módulo de processamento e controle, dotado de capacidade de autoteste e calibração automática, assim como de um sistema de comunicação baseado em tecnologias IoT de banda larga como 4G ou 5G. O projeto também prevê o estudo da aplicação de algoritmos de aprendizado de máquina (IA) para um sistema anticolisão e manobras assistidas.Desenvolvimento de componentes de um sistema robótico para movimentação e manobras assistidas de um equipamento de raio x móvel.";Automação e Robótica
